# IBEX provenance
2026-08-24T12:03:08+03:00
login510-22
colleoe

# Python
Python 3.11.14

# Key Python modules

# Slurm jobs
JobIDRaw|JobName|State|ExitCode|Elapsed|MaxRSS
50659672|guacamol_10seed_stats|COMPLETED|0:0|00:23:29|
50659672.batch|batch|COMPLETED|0:0|00:23:29|807372K
50659672.extern|extern|COMPLETED|0:0|00:23:29|
50659865|guacamol_10seed_stats|COMPLETED|0:0|00:25:13|
50659865.batch|batch|COMPLETED|0:0|00:25:13|900564K
50659865.extern|extern|COMPLETED|0:0|00:25:13|
50659963|guacamol_10seed_stats|COMPLETED|0:0|01:23:13|
50659963.batch|batch|COMPLETED|0:0|01:23:13|963888K
50659963.extern|extern|COMPLETED|0:0|01:23:13|
50660640|guacamol_10seed_stats|COMPLETED|0:0|02:01:34|
50660640.batch|batch|COMPLETED|0:0|02:01:34|989988K
50660640.extern|extern|COMPLETED|0:0|02:01:34|
50660679|guacamol_10seed_stats|COMPLETED|0:0|00:42:11|
50660679.batch|batch|COMPLETED|0:0|00:42:11|1350120K
50660679.extern|extern|COMPLETED|0:0|00:42:11|
50660682|guacamol_10seed_stats|COMPLETED|0:0|01:13:58|
50660682.batch|batch|COMPLETED|0:0|01:13:58|1398748K
50660682.extern|extern|COMPLETED|0:0|01:13:58|
50660703|guacamol_10seed_stats|COMPLETED|0:0|00:27:55|
50660703.batch|batch|COMPLETED|0:0|00:27:55|1377536K
50660703.extern|extern|COMPLETED|0:0|00:27:55|
50660741|guacamol_10seed_stats|COMPLETED|0:0|00:34:31|
50660741.batch|batch|COMPLETED|0:0|00:34:31|1363764K
50660741.extern|extern|COMPLETED|0:0|00:34:31|
50660746|guacamol_10seed_stats|COMPLETED|0:0|01:13:18|
50660746.batch|batch|COMPLETED|0:0|01:13:18|1367576K
50660746.extern|extern|COMPLETED|0:0|01:13:18|
50660772|guacamol_10seed_stats|COMPLETED|0:0|01:32:09|
50660772.batch|batch|COMPLETED|0:0|01:32:09|1506388K
50660772.extern|extern|COMPLETED|0:0|01:32:09|
50660812|guacamol_10seed_stats|COMPLETED|0:0|00:33:56|
50660812.batch|batch|COMPLETED|0:0|00:33:56|950456K
50660812.extern|extern|COMPLETED|0:0|00:33:56|
50660813|guacamol_10seed_stats|COMPLETED|0:0|00:37:24|
50660813.batch|batch|COMPLETED|0:0|00:37:24|1248884K
50660813.extern|extern|COMPLETED|0:0|00:37:24|
50660840|guacamol_10seed_stats|COMPLETED|0:0|00:47:26|
50660840.batch|batch|COMPLETED|0:0|00:47:26|907736K
50660840.extern|extern|COMPLETED|0:0|00:47:26|
50660899|guacamol_10seed_stats|COMPLETED|0:0|00:55:42|
50660899.batch|batch|COMPLETED|0:0|00:55:42|925.50M
50660899.extern|extern|COMPLETED|0:0|00:55:42|
50660900|guacamol_10seed_stats|COMPLETED|0:0|00:39:12|
50660900.batch|batch|COMPLETED|0:0|00:39:12|880004K
50660900.extern|extern|COMPLETED|0:0|00:39:12|
50660920|guacamol_10seed_stats|COMPLETED|0:0|00:38:00|
50660920.batch|batch|COMPLETED|0:0|00:38:00|892556K
50660920.extern|extern|COMPLETED|0:0|00:38:00|
50660957|guacamol_10seed_stats|COMPLETED|0:0|00:38:52|
50660957.batch|batch|COMPLETED|0:0|00:38:52|900820K
50660957.extern|extern|COMPLETED|0:0|00:38:52|
50660971|guacamol_10seed_stats|COMPLETED|0:0|00:35:35|
50660971.batch|batch|COMPLETED|0:0|00:35:35|885736K
50660971.extern|extern|COMPLETED|0:0|00:35:35|
50661021|guacamol_10seed_stats|COMPLETED|0:0|01:13:26|
50661021.batch|batch|COMPLETED|0:0|01:13:26|933800K
50661021.extern|extern|COMPLETED|0:0|01:13:26|
50661060|guacamol_10seed_stats|COMPLETED|0:0|00:35:18|
50661060.batch|batch|COMPLETED|0:0|00:35:18|874336K
50661060.extern|extern|COMPLETED|0:0|00:35:18|
50661117|guacamol_10seed_stats|COMPLETED|0:0|00:27:25|
50661117.batch|batch|COMPLETED|0:0|00:27:25|778648K
50661117.extern|extern|COMPLETED|0:0|00:27:25|
50661200|guacamol_10seed_stats|COMPLETED|0:0|00:56:31|
50661200.batch|batch|COMPLETED|0:0|00:56:31|930016K
50661200.extern|extern|COMPLETED|0:0|00:56:31|
50661288|guacamol_10seed_stats|COMPLETED|0:0|01:19:50|
50661288.batch|batch|COMPLETED|0:0|01:19:50|967124K
50661288.extern|extern|COMPLETED|0:0|01:19:50|
50661291|guacamol_10seed_stats|COMPLETED|0:0|00:43:33|
50661291.batch|batch|COMPLETED|0:0|00:43:33|944132K
50661291.extern|extern|COMPLETED|0:0|00:43:33|
50661406|guacamol_10seed_stats|COMPLETED|0:0|00:42:54|
50661406.batch|batch|COMPLETED|0:0|00:42:54|1156428K
50661406.extern|extern|COMPLETED|0:0|00:42:54|
50661409|guacamol_10seed_stats|COMPLETED|0:0|00:45:08|
50661409.batch|batch|COMPLETED|0:0|00:45:08|1196668K
50661409.extern|extern|COMPLETED|0:0|00:45:08|
50661485|guacamol_10seed_stats|COMPLETED|0:0|00:34:19|
50661485.batch|batch|COMPLETED|0:0|00:34:19|1373796K
50661485.extern|extern|COMPLETED|0:0|00:34:19|
50661862|guacamol_10seed_stats|COMPLETED|0:0|01:03:12|
50661862.batch|batch|COMPLETED|0:0|01:03:12|1327432K
50661862.extern|extern|COMPLETED|0:0|01:03:12|
50661890|guacamol_10seed_stats|COMPLETED|0:0|00:36:29|
50661890.batch|batch|COMPLETED|0:0|00:36:29|3816184K
50661890.extern|extern|COMPLETED|0:0|00:36:29|
50661892|guacamol_10seed_stats|COMPLETED|0:0|00:40:50|
50661892.batch|batch|COMPLETED|0:0|00:40:50|1204480K
50661892.extern|extern|COMPLETED|0:0|00:40:50|
50661916|guacamol_10seed_stats|COMPLETED|0:0|00:38:30|
50661916.batch|batch|COMPLETED|0:0|00:38:30|947316K
50661916.extern|extern|COMPLETED|0:0|00:38:30|
50661943|guacamol_10seed_stats|COMPLETED|0:0|00:29:29|
50661943.batch|batch|COMPLETED|0:0|00:29:29|1287084K
50661943.extern|extern|COMPLETED|0:0|00:29:29|
50661998|guacamol_10seed_stats|COMPLETED|0:0|00:38:02|
50661998.batch|batch|COMPLETED|0:0|00:38:02|992248K
50661998.extern|extern|COMPLETED|0:0|00:38:02|
50662068|guacamol_10seed_stats|COMPLETED|0:0|00:39:14|
50662068.batch|batch|COMPLETED|0:0|00:39:14|1014600K
50662068.extern|extern|COMPLETED|0:0|00:39:14|
50662151|guacamol_10seed_stats|COMPLETED|0:0|00:32:39|
50662151.batch|batch|COMPLETED|0:0|00:32:39|898468K
50662151.extern|extern|COMPLETED|0:0|00:32:39|
50662229|guacamol_10seed_stats|COMPLETED|0:0|00:34:16|
50662229.batch|batch|COMPLETED|0:0|00:34:16|925708K
50662229.extern|extern|COMPLETED|0:0|00:34:16|
50662451|guacamol_10seed_stats|COMPLETED|0:0|01:45:56|
50662451.batch|batch|COMPLETED|0:0|01:45:56|873028K
50662451.extern|extern|COMPLETED|0:0|01:45:56|
50662517|guacamol_10seed_stats|COMPLETED|0:0|01:18:26|
50662517.batch|batch|COMPLETED|0:0|01:18:26|935940K
50662517.extern|extern|COMPLETED|0:0|01:18:26|
50662543|guacamol_10seed_stats|COMPLETED|0:0|00:54:53|
50662543.batch|batch|COMPLETED|0:0|00:54:53|922872K
50662543.extern|extern|COMPLETED|0:0|00:54:53|
50662610|guacamol_10seed_stats|COMPLETED|0:0|00:28:42|
50662610.batch|batch|COMPLETED|0:0|00:28:42|825908K
50662610.extern|extern|COMPLETED|0:0|00:28:42|
50662634|guacamol_10seed_stats|COMPLETED|0:0|00:19:41|
50662634.batch|batch|COMPLETED|0:0|00:19:41|832276K
50662634.extern|extern|COMPLETED|0:0|00:19:41|
50662687|guacamol_10seed_stats|COMPLETED|0:0|00:22:33|
50662687.batch|batch|COMPLETED|0:0|00:22:33|905188K
50662687.extern|extern|COMPLETED|0:0|00:22:33|
50662688|guacamol_10seed_stats|COMPLETED|0:0|00:31:45|
50662688.batch|batch|COMPLETED|0:0|00:31:45|941092K
50662688.extern|extern|COMPLETED|0:0|00:31:45|
50662730|guacamol_10seed_stats|COMPLETED|0:0|00:36:20|
50662730.batch|batch|COMPLETED|0:0|00:36:20|904920K
50662730.extern|extern|COMPLETED|0:0|00:36:20|
50662773|guacamol_10seed_stats|COMPLETED|0:0|00:32:35|
50662773.batch|batch|COMPLETED|0:0|00:32:35|1359404K
50662773.extern|extern|COMPLETED|0:0|00:32:35|
50662803|guacamol_10seed_stats|COMPLETED|0:0|01:16:22|
50662803.batch|batch|COMPLETED|0:0|01:16:22|1341956K
50662803.extern|extern|COMPLETED|0:0|01:16:22|
50662844|guacamol_10seed_stats|COMPLETED|0:0|00:31:11|
50662844.batch|batch|COMPLETED|0:0|00:31:11|1387260K
50662844.extern|extern|COMPLETED|0:0|00:31:12|
50662879|guacamol_10seed_stats|COMPLETED|0:0|00:29:22|
50662879.batch|batch|COMPLETED|0:0|00:29:22|1274376K
50662879.extern|extern|COMPLETED|0:0|00:29:22|
50662885|guacamol_10seed_stats|COMPLETED|0:0|00:31:38|
50662885.batch|batch|COMPLETED|0:0|00:31:38|1388632K
50662885.extern|extern|COMPLETED|0:0|00:31:39|
50662890|guacamol_10seed_stats|COMPLETED|0:0|00:34:18|
50662890.batch|batch|COMPLETED|0:0|00:34:18|1351648K
50662890.extern|extern|COMPLETED|0:0|00:34:18|
50662916|guacamol_10seed_stats|COMPLETED|0:0|01:23:17|
50662916.batch|batch|COMPLETED|0:0|01:23:17|940168K
50662916.extern|extern|COMPLETED|0:0|01:23:17|
50662950|guacamol_10seed_stats|COMPLETED|0:0|00:31:37|
50662950.batch|batch|COMPLETED|0:0|00:31:37|1136892K
50662950.extern|extern|COMPLETED|0:0|00:31:37|
50662955|guacamol_10seed_stats|COMPLETED|0:0|01:28:59|
50662955.batch|batch|COMPLETED|0:0|01:28:59|1003440K
50662955.extern|extern|COMPLETED|0:0|01:28:59|
50655121|guacamol_10seed_stats|COMPLETED|0:0|00:40:19|
50655121.batch|batch|COMPLETED|0:0|00:40:19|953808K
50655121.extern|extern|COMPLETED|0:0|00:40:20|
50655307|saturn_theta_nsga2|COMPLETED|0:0|00:49:49|
50655307.batch|batch|COMPLETED|0:0|00:49:49|535344K
50655307.extern|extern|COMPLETED|0:0|00:49:49|
50655308|saturn_theta_nsga2|COMPLETED|0:0|00:52:05|
50655308.batch|batch|COMPLETED|0:0|00:52:05|553276K
50655308.extern|extern|COMPLETED|0:0|00:52:05|
50655309|saturn_theta_nsga2|COMPLETED|0:0|00:47:47|
50655309.batch|batch|COMPLETED|0:0|00:47:47|494828K
50655309.extern|extern|COMPLETED|0:0|00:47:47|
50655310|saturn_theta_nsga2|COMPLETED|0:0|00:50:38|
50655310.batch|batch|COMPLETED|0:0|00:50:38|565692K
50655310.extern|extern|COMPLETED|0:0|00:50:38|
50655311|saturn_theta_nsga2|COMPLETED|0:0|00:55:26|
50655311.batch|batch|COMPLETED|0:0|00:55:26|493160K
50655311.extern|extern|COMPLETED|0:0|00:55:26|
50655312|saturn_theta_nsga2|COMPLETED|0:0|00:49:03|
50655312.batch|batch|COMPLETED|0:0|00:49:03|532904K
50655312.extern|extern|COMPLETED|0:0|00:49:03|
50655313|saturn_theta_nsga2|COMPLETED|0:0|00:51:01|
50655313.batch|batch|COMPLETED|0:0|00:51:01|491784K
50655313.extern|extern|COMPLETED|0:0|00:51:01|
50655314|saturn_theta_nsga2|COMPLETED|0:0|00:55:18|
50655314.batch|batch|COMPLETED|0:0|00:55:18|572408K
50655314.extern|extern|COMPLETED|0:0|00:55:18|
50655315|saturn_theta_nsga2|COMPLETED|0:0|00:49:43|
50655315.batch|batch|COMPLETED|0:0|00:49:43|610124K
50655315.extern|extern|COMPLETED|0:0|00:49:43|
50655300|saturn_theta_nsga2|COMPLETED|0:0|00:52:05|
50655300.batch|batch|COMPLETED|0:0|00:52:05|678320K
50655300.extern|extern|COMPLETED|0:0|00:52:05|
50811605|guacamol_10seed_stats|COMPLETED|0:0|00:00:03|
50811605.batch|batch|COMPLETED|0:0|00:00:03|5932K
50811605.extern|extern|COMPLETED|0:0|00:00:03|
50811606|guacamol_10seed_stats|COMPLETED|0:0|00:00:03|
50811606.batch|batch|COMPLETED|0:0|00:00:03|5164K
50811606.extern|extern|COMPLETED|0:0|00:00:03|
50811607|guacamol_10seed_stats|COMPLETED|0:0|00:00:03|
50811607.batch|batch|COMPLETED|0:0|00:00:03|4392K
50811607.extern|extern|COMPLETED|0:0|00:00:03|
50811608|guacamol_10seed_stats|COMPLETED|0:0|00:00:03|
50811608.batch|batch|COMPLETED|0:0|00:00:03|6184K
50811608.extern|extern|COMPLETED|0:0|00:00:03|
50811609|guacamol_10seed_stats|COMPLETED|0:0|00:00:03|
50811609.batch|batch|COMPLETED|0:0|00:00:03|4544K
50811609.extern|extern|COMPLETED|0:0|00:00:03|
50811610|guacamol_10seed_stats|COMPLETED|0:0|00:00:03|
50811610.batch|batch|COMPLETED|0:0|00:00:03|5160K
50811610.extern|extern|COMPLETED|0:0|00:00:03|
50811611|guacamol_10seed_stats|COMPLETED|0:0|00:00:03|
50811611.batch|batch|COMPLETED|0:0|00:00:03|6M
50811611.extern|extern|COMPLETED|0:0|00:00:03|
50811612|guacamol_10seed_stats|COMPLETED|0:0|00:00:02|
50811612.batch|batch|COMPLETED|0:0|00:00:02|5664K
50811612.extern|extern|COMPLETED|0:0|00:00:02|
50811613|guacamol_10seed_stats|COMPLETED|0:0|00:00:03|
50811613.batch|batch|COMPLETED|0:0|00:00:03|5.50M
50811613.extern|extern|COMPLETED|0:0|00:00:03|
50811614|guacamol_10seed_stats|COMPLETED|0:0|00:00:03|
50811614.batch|batch|COMPLETED|0:0|00:00:03|6M
50811614.extern|extern|COMPLETED|0:0|00:00:03|
50811615|guacamol_10seed_stats|COMPLETED|0:0|00:00:03|
50811615.batch|batch|COMPLETED|0:0|00:00:03|5232K
50811615.extern|extern|COMPLETED|0:0|00:00:03|
50811616|guacamol_10seed_stats|COMPLETED|0:0|00:00:03|
50811616.batch|batch|COMPLETED|0:0|00:00:03|6000K
50811616.extern|extern|COMPLETED|0:0|00:00:03|
50811617|guacamol_10seed_stats|COMPLETED|0:0|00:00:03|
50811617.batch|batch|COMPLETED|0:0|00:00:03|5696K
50811617.extern|extern|COMPLETED|0:0|00:00:03|
50811618|guacamol_10seed_stats|COMPLETED|0:0|00:00:02|
50811618.batch|batch|COMPLETED|0:0|00:00:02|4.50M
50811618.extern|extern|COMPLETED|0:0|00:00:02|
50811619|guacamol_10seed_stats|COMPLETED|0:0|00:00:03|
50811619.batch|batch|COMPLETED|0:0|00:00:03|6184K
50811619.extern|extern|COMPLETED|0:0|00:00:03|
50811620|guacamol_10seed_stats|COMPLETED|0:0|00:00:03|
50811620.batch|batch|COMPLETED|0:0|00:00:03|6204K
50811620.extern|extern|COMPLETED|0:0|00:00:03|
50811621|guacamol_10seed_stats|COMPLETED|0:0|00:00:03|
50811621.batch|batch|COMPLETED|0:0|00:00:03|5468K
50811621.extern|extern|COMPLETED|0:0|00:00:03|
50811622|guacamol_10seed_stats|COMPLETED|0:0|00:00:03|
50811622.batch|batch|COMPLETED|0:0|00:00:03|5696K
50811622.extern|extern|COMPLETED|0:0|00:00:03|
50811604|guacamol_10seed_stats|COMPLETED|0:0|00:00:03|
50811604.batch|batch|COMPLETED|0:0|00:00:03|6212K
50811604.extern|extern|COMPLETED|0:0|00:00:03|
50811650|guacamol_10seed_stats|COMPLETED|0:0|00:35:14|
50811650.batch|batch|COMPLETED|0:0|00:35:14|3723128K
50811650.extern|extern|COMPLETED|0:0|00:35:14|
50811651|guacamol_10seed_stats|COMPLETED|0:0|00:32:58|
50811651.batch|batch|COMPLETED|0:0|00:32:58|3636068K
50811651.extern|extern|COMPLETED|0:0|00:32:59|
50811652|guacamol_10seed_stats|COMPLETED|0:0|00:30:19|
50811652.batch|batch|COMPLETED|0:0|00:30:19|3316684K
50811652.extern|extern|COMPLETED|0:0|00:30:19|
50811653|guacamol_10seed_stats|COMPLETED|0:0|00:33:35|
50811653.batch|batch|COMPLETED|0:0|00:33:35|3661480K
50811653.extern|extern|COMPLETED|0:0|00:33:35|
50811654|guacamol_10seed_stats|COMPLETED|0:0|00:35:26|
50811654.batch|batch|COMPLETED|0:0|00:35:26|3279076K
50811654.extern|extern|COMPLETED|0:0|00:35:26|
50811655|guacamol_10seed_stats|COMPLETED|0:0|00:48:19|
50811655.batch|batch|COMPLETED|0:0|00:48:19|3326220K
50811655.extern|extern|COMPLETED|0:0|00:48:19|
50811656|guacamol_10seed_stats|COMPLETED|0:0|00:35:02|
50811656.batch|batch|COMPLETED|0:0|00:35:02|2831712K
50811656.extern|extern|COMPLETED|0:0|00:35:02|
50811657|guacamol_10seed_stats|COMPLETED|0:0|00:48:51|
50811657.batch|batch|COMPLETED|0:0|00:48:51|3688948K
50811657.extern|extern|COMPLETED|0:0|00:48:51|
50811658|guacamol_10seed_stats|COMPLETED|0:0|00:35:38|
50811658.batch|batch|COMPLETED|0:0|00:35:38|3633144K
50811658.extern|extern|COMPLETED|0:0|00:35:38|
50811659|guacamol_10seed_stats|COMPLETED|0:0|00:52:37|
50811659.batch|batch|COMPLETED|0:0|00:52:37|3272584K
50811659.extern|extern|COMPLETED|0:0|00:52:37|
50811660|guacamol_10seed_stats|COMPLETED|0:0|00:45:45|
50811660.batch|batch|COMPLETED|0:0|00:45:45|3275224K
50811660.extern|extern|COMPLETED|0:0|00:45:45|
50811661|guacamol_10seed_stats|COMPLETED|0:0|00:29:49|
50811661.batch|batch|COMPLETED|0:0|00:29:49|3235388K
50811661.extern|extern|COMPLETED|0:0|00:29:49|
50811662|guacamol_10seed_stats|COMPLETED|0:0|00:39:44|
50811662.batch|batch|COMPLETED|0:0|00:39:44|2047152K
50811662.extern|extern|COMPLETED|0:0|00:39:44|
50811663|guacamol_10seed_stats|COMPLETED|0:0|00:33:00|
50811663.batch|batch|COMPLETED|0:0|00:33:00|2038140K
50811663.extern|extern|COMPLETED|0:0|00:33:00|
50811664|guacamol_10seed_stats|COMPLETED|0:0|00:30:54|
50811664.batch|batch|COMPLETED|0:0|00:30:54|3233580K
50811664.extern|extern|COMPLETED|0:0|00:30:54|
50811665|guacamol_10seed_stats|COMPLETED|0:0|00:35:13|
50811665.batch|batch|COMPLETED|0:0|00:35:13|3291120K
50811665.extern|extern|COMPLETED|0:0|00:35:13|
50811666|guacamol_10seed_stats|COMPLETED|0:0|00:58:23|
50811666.batch|batch|COMPLETED|0:0|00:58:23|3279336K
50811666.extern|extern|COMPLETED|0:0|00:58:23|
50811667|guacamol_10seed_stats|COMPLETED|0:0|00:31:43|
50811667.batch|batch|COMPLETED|0:0|00:31:43|3689692K
50811667.extern|extern|COMPLETED|0:0|00:31:43|
50811649|guacamol_10seed_stats|COMPLETED|0:0|00:45:50|
50811649.batch|batch|COMPLETED|0:0|00:45:50|3666684K
50811649.extern|extern|COMPLETED|0:0|00:45:50|
50811736|guac_agg_50811649|COMPLETED|0:0|00:00:03|
50811736.batch|batch|COMPLETED|0:0|00:00:03|37160K
50811736.extern|extern|COMPLETED|0:0|00:00:03|
50814157|guac_top200_pkg|RUNNING|0:0|00:01:17|
50814157.batch|batch|RUNNING|0:0|00:01:17|
50814157.extern|extern|RUNNING|0:0|00:01:17|
